junction,year,month,period_date,total_accidents,fatal_accidents,injury_accidents,accidents_7d,accidents_30d,accidents_90d,accidents_1y,fatal_accidents_1y,injury_accidents_1y,historical_accident_rate,risk_score,traffic_risk
VCA Stadium Chowk,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
LIC Chowk,2021,5,2021-05-01,5,1,5,3.0,3.0,18.0,92.0,3.0,65.0,7.667,27.07,MEDIUM
Wardha Road Toll Plaza,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Japanese Garden Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Ram Nagar Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Bhande Plot Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Variety Square,2021,5,2021-05-01,0,0,0,0.0,0.0,5.0,10.0,1.0,7.0,0.833,0.0,LOW
Airport Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.083,0.0,LOW
Manewada Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Deo Nagar Chowk,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Medical Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Krida Chowk,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Gokulpeth Market,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pardi Naka,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2021,5,2021-05-01,0,0,0,1.0,1.0,2.0,6.0,1.0,5.0,0.5,0.0,LOW
Jhansi Rani Square,2021,5,2021-05-01,6,0,5,0.0,0.0,9.0,55.0,4.0,46.0,4.583,19.89,LOW
Reshimbagh Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sitabuldi Interchange,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.167,0.0,LOW
Kalamna Market Chowk,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Zero Mile Freedom Park,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Dharampeth Tower,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Law College Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Somalwada Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Khamla Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
IT Park Ring Road,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rachana Ring Road,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
HB Town Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Omkar Nagar Square,2021,5,2021-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Shankar Nagar Square,2021,5,2021-05-01,1,0,1,1.0,1.0,1.0,2.0,1.0,2.0,0.167,4.42,LOW
Wardha Road Toll Plaza,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
LIC Chowk,2021,6,2021-06-01,10,0,6,5.0,5.0,13.0,90.0,4.0,64.0,7.5,30.94,MEDIUM
Chhatrapati Square,2021,6,2021-06-01,1,0,0,2.0,2.0,3.0,11.0,2.0,8.0,0.917,1.1,LOW
Bhande Plot Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rambagh Chowk,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Airport Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.083,0.0,LOW
VCA Stadium Chowk,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Zero Mile Freedom Park,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Medical Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
IT Park Ring Road,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pardi Naka,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
HB Town Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Japanese Garden Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Khamla Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Shankar Nagar Square,2021,6,2021-06-01,0,0,0,1.0,1.0,2.0,2.0,0.0,2.0,0.167,0.0,LOW
Mate Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Ram Nagar Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Gokulpeth Market,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Omkar Nagar Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Somalwada Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2021,6,2021-06-01,2,0,1,0.0,0.0,1.0,6.0,1.0,5.0,0.5,3.87,LOW
Variety Square,2021,6,2021-06-01,1,0,1,0.0,0.0,0.0,9.0,1.0,6.0,0.75,7.73,LOW
Law College Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Itwari Railway Station Square,2021,6,2021-06-01,0,0,0,0.0,0.0,1.0,6.0,1.0,4.0,0.5,0.0,LOW
Sitabuldi Interchange,2021,6,2021-06-01,1,0,1,0.0,0.0,0.0,2.0,0.0,2.0,0.167,2.76,LOW
Manewada Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Dharampeth Tower,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Kalamna Market Chowk,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Subhash Nagar Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Jhansi Rani Square,2021,6,2021-06-01,7,0,4,6.0,6.0,9.0,56.0,3.0,46.0,4.667,24.31,LOW
Automotive Square,2021,6,2021-06-01,0,0,0,0.0,0.0,2.0,4.0,0.0,4.0,0.333,0.0,LOW
Krida Chowk,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
KDK College Chowk,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reshimbagh Square,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rachana Ring Road,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Deo Nagar Chowk,2021,6,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Omkar Nagar Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Japanese Garden Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Jhansi Rani Square,2021,7,2021-07-01,5,0,4,7.0,7.0,13.0,59.0,2.0,46.0,4.917,20.44,LOW
Kalamna Market Chowk,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Bhande Plot Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
HB Town Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2021,7,2021-07-01,0,0,0,2.0,2.0,3.0,7.0,1.0,5.0,0.583,0.0,LOW
Ram Nagar Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Manewada Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Variety Square,2021,7,2021-07-01,1,0,1,1.0,1.0,1.0,9.0,1.0,6.0,0.75,2.76,LOW
Medical Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
IT Park Ring Road,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Somalwada Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sitabuldi Interchange,2021,7,2021-07-01,0,0,0,1.0,1.0,1.0,3.0,0.0,3.0,0.25,0.0,LOW
KDK College Chowk,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pardi Naka,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Dharampeth Tower,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Law College Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Subhash Nagar Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Airport Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.083,0.0,LOW
Gokulpeth Market,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reshimbagh Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rachana Ring Road,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Automotive Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,4.0,0.0,4.0,0.333,0.0,LOW
Itwari Railway Station Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,6.0,1.0,4.0,0.5,0.0,LOW
Chhatrapati Square,2021,7,2021-07-01,0,0,0,1.0,1.0,3.0,11.0,2.0,8.0,0.917,0.0,LOW
Krida Chowk,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rambagh Chowk,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Khamla Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
VCA Stadium Chowk,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Wardha Road Toll Plaza,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Zero Mile Freedom Park,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Shankar Nagar Square,2021,7,2021-07-01,0,0,0,0.0,0.0,2.0,2.0,0.0,2.0,0.167,0.0,LOW
LIC Chowk,2021,7,2021-07-01,3,0,3,10.0,10.0,18.0,90.0,4.0,63.0,7.5,14.92,LOW
Mate Square,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Deo Nagar Chowk,2021,7,2021-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Zero Mile Freedom Park,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Law College Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Automotive Square,2021,8,2021-08-01,2,0,2,0.0,0.0,0.0,4.0,0.0,4.0,0.333,7.18,LOW
Wardha Road Toll Plaza,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Jhansi Rani Square,2021,8,2021-08-01,2,0,1,5.0,5.0,18.0,61.0,2.0,48.0,5.083,3.87,LOW
Ram Nagar Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Omkar Nagar Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Manewada Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Somalwada Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sitabuldi Interchange,2021,8,2021-08-01,1,0,1,0.0,0.0,1.0,2.0,0.0,2.0,0.167,2.76,LOW
Pardi Naka,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Dharampeth Tower,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reshimbagh Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Variety Square,2021,8,2021-08-01,3,1,2,1.0,1.0,2.0,9.0,1.0,6.0,0.75,18.23,LOW
Khamla Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Shankar Nagar Square,2021,8,2021-08-01,1,0,0,0.0,0.0,1.0,2.0,0.0,2.0,0.167,1.1,LOW
Rachana Ring Road,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Gokulpeth Market,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
HB Town Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2021,8,2021-08-01,0,0,0,0.0,0.0,2.0,7.0,1.0,5.0,0.583,0.0,LOW
Kalamna Market Chowk,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
IT Park Ring Road,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Krida Chowk,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Airport Square,2021,8,2021-08-01,2,0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.083,5.52,LOW
Subhash Nagar Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rambagh Chowk,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Medical Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Chhatrapati Square,2021,8,2021-08-01,0,0,0,0.0,0.0,3.0,11.0,2.0,8.0,0.917,0.0,LOW
Mate Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Bhande Plot Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
VCA Stadium Chowk,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
LIC Chowk,2021,8,2021-08-01,10,0,7,3.0,3.0,18.0,81.0,4.0,57.0,6.75,29.28,MEDIUM
KDK College Chowk,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Deo Nagar Chowk,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Itwari Railway Station Square,2021,8,2021-08-01,1,0,0,0.0,0.0,0.0,6.0,1.0,4.0,0.5,1.1,LOW
Japanese Garden Square,2021,8,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Manewada Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
LIC Chowk,2021,9,2021-09-01,6,0,3,10.0,10.0,23.0,89.0,4.0,62.0,7.417,18.23,LOW
Kalamna Market Chowk,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Medical Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Law College Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Mate Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pardi Naka,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
KDK College Chowk,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Omkar Nagar Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Krida Chowk,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Khamla Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rachana Ring Road,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Zero Mile Freedom Park,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Ram Nagar Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
HB Town Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Somalwada Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Gokulpeth Market,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sitabuldi Interchange,2021,9,2021-09-01,1,0,1,1.0,1.0,2.0,2.0,0.0,2.0,0.167,2.76,LOW
Dharampeth Tower,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Japanese Garden Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rambagh Chowk,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Airport Square,2021,9,2021-09-01,0,0,0,2.0,2.0,2.0,3.0,0.0,3.0,0.25,0.0,LOW
Deo Nagar Chowk,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Subhash Nagar Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reshimbagh Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Wardha Road Toll Plaza,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Itwari Railway Station Square,2021,9,2021-09-01,1,1,1,1.0,1.0,1.0,7.0,1.0,4.0,0.583,12.71,LOW
Automotive Square,2021,9,2021-09-01,0,0,0,2.0,2.0,2.0,6.0,0.0,6.0,0.5,0.0,LOW
VCA Stadium Chowk,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Chhatrapati Square,2021,9,2021-09-01,0,0,0,0.0,0.0,1.0,10.0,2.0,7.0,0.833,0.0,LOW
Shankar Nagar Square,2021,9,2021-09-01,0,0,0,1.0,1.0,1.0,3.0,0.0,2.0,0.25,0.0,LOW
Variety Square,2021,9,2021-09-01,0,0,0,3.0,3.0,5.0,11.0,1.0,7.0,0.917,0.0,LOW
Bhande Plot Square,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
IT Park Ring Road,2021,9,2021-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2021,9,2021-09-01,0,0,0,0.0,0.0,2.0,6.0,1.0,4.0,0.5,0.0,LOW
Jhansi Rani Square,2021,9,2021-09-01,4,1,3,2.0,2.0,14.0,54.0,2.0,42.0,4.5,16.02,LOW
Zero Mile Freedom Park,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Shankar Nagar Square,2021,10,2021-10-01,0,0,0,0.0,0.0,1.0,3.0,0.0,2.0,0.25,0.0,LOW
Sitabuldi Interchange,2021,10,2021-10-01,1,0,0,1.0,1.0,2.0,3.0,0.0,3.0,0.25,1.1,LOW
Wardha Road Toll Plaza,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Dharampeth Tower,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sanvidhan Square,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
KDK College Chowk,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Manewada Square,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Rambagh Chowk,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Reserve Bank Chowk,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Khamla Square,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Bhande Plot Square,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Pratap Nagar Square,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Nandanvan Main Square,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Variety Square,2021,10,2021-10-01,0,0,0,0.0,0.0,4.0,11.0,1.0,7.0,0.917,0.0,LOW
Itwari Railway Station Square,2021,10,2021-10-01,0,0,0,1.0,1.0,2.0,8.0,2.0,5.0,0.667,0.0,LOW
Japanese Garden Square,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Somalwada Square,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Gokulpeth Market,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Subhash Nagar Square,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Jhansi Rani Square,2021,10,2021-10-01,3,0,3,4.0,4.0,11.0,57.0,3.0,44.0,4.75,11.6,LOW
Kalamna Market Chowk,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Sakkardara Square,2021,10,2021-10-01,1,0,0,0.0,0.0,0.0,6.0,1.0,4.0,0.5,1.1,LOW
Reshimbagh Square,2021,10,2021-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
Automotive Square,2021,10,2021-10-01,0,0,0,0.0,0.0,2.0,5.0,0.0,5.0,0.417,0.0,LOW
